title,artist,average characters,uniqueness,num long words,im,like,na,got,oh,know,dont,love,get,go,baby,let,girl,make,wan,yeah,want,youre,cause,see,one,cant,gon,say,aint,time,never,right,take,way
all i do is win,dj khaled featuring tpain ludacris snoop dogg and rick ross,4.5702247191,0.508426966292,0.0,0.0,0.0112359550562,0.0112359550562,0.0,0.0140449438202,0.00280898876404,0.00280898876404,0.00561797752809,0.0,0.0196629213483,0.0168539325843,0.00280898876404,0.0,0.0,0.0196629213483,0.0,0.0140449438202,0.00280898876404,0.0,0.0224719101124,0.00280898876404,0.0,0.00280898876404,0.0,0.0140449438202,0.0,0.0196629213483,0.0196629213483,0.00561797752809,0.0,0.0
i made it cash money heroes,kevin rudolf featuring birdman jay sean and lil wayne,4.52842809365,0.52508361204,0.0,0.0,0.0234113712375,0.0066889632107,0.00334448160535,0.0066889632107,0.0,0.0200668896321,0.0066889632107,0.00334448160535,0.00334448160535,0.0,0.0,0.00334448160535,0.0,0.0066889632107,0.00334448160535,0.0066889632107,0.0,0.0,0.0,0.00334448160535,0.00334448160535,0.0,0.00334448160535,0.0,0.0,0.0,0.00334448160535,0.0,0.0,0.0
stuck like glue,sugarland,4.79194630872,0.285234899329,0.0,0.0,0.0201342281879,0.0704697986577,0.010067114094,0.0,0.0,0.0268456375839,0.00335570469799,0.00335570469799,0.00335570469799,0.0503355704698,0.0268456375839,0.00335570469799,0.0,0.0134228187919,0.00671140939597,0.0,0.00335570469799,0.0,0.0,0.0,0.0201342281879,0.0,0.00335570469799,0.00671140939597,0.0,0.0134228187919,0.0234899328859,0.0469798657718,0.0,0.0
hey daddy daddys home,usher featuring plies,4.21153846154,0.296153846154,0.0,0.0,0.0115384615385,0.0115384615385,0.0307692307692,0.0230769230769,0.00769230769231,0.05,0.0,0.00769230769231,0.0153846153846,0.0,0.0,0.00769230769231,0.00769230769231,0.0,0.0230769230769,0.00769230769231,0.0,0.00384615384615,0.00384615384615,0.0,0.0,0.00384615384615,0.00769230769231,0.0346153846154,0.0230769230769,0.0307692307692,0.0,0.00769230769231,0.0,0.0
there goes my baby,usher,4.62595419847,0.396946564885,0.0,0.0,0.00763358778626,0.0152671755725,0.0,0.0,0.0114503816794,0.030534351145,0.030534351145,0.00381679389313,0.0190839694656,0.0763358778626,0.0725190839695,0.0,0.0725190839695,0.0,0.0,0.0114503816794,0.0,0.0,0.0,0.00381679389313,0.0,0.0,0.00763358778626,0.0,0.00763358778626,0.0114503816794,0.0,0.00381679389313,0.00763358778626,0.0114503816794
today was a fairytale,taylor swift,5.37254901961,0.450980392157,0.0,0.0,0.0,0.00653594771242,0.0,0.00653594771242,0.0130718954248,0.0,0.0,0.0261437908497,0.0,0.0,0.0,0.0,0.0,0.00653594771242,0.0,0.00653594771242,0.0,0.0196078431373,0.0,0.0,0.0,0.00653594771242,0.0,0.0130718954248,0.0,0.00653594771242,0.0,0.00653594771242,0.00653594771242,0.0653594771242
say something,timbaland featuring drake,5.0946969697,0.598484848485,0.0,0.0,0.0378787878788,0.00378787878788,0.0265151515152,0.0,0.0,0.0,0.00378787878788,0.0,0.00378787878788,0.00757575757576,0.0378787878788,0.00378787878788,0.0113636363636,0.0,0.0,0.00378787878788,0.00757575757576,0.0113636363636,0.00757575757576,0.00378787878788,0.0113636363636,0.00378787878788,0.0265151515152,0.0530303030303,0.0,0.0,0.00378787878788,0.0,0.0,0.00378787878788
undo it,carrie underwood,3.79906542056,0.359813084112,0.0,0.0,0.018691588785,0.0,0.177570093458,0.00467289719626,0.00467289719626,0.0,0.00467289719626,0.0,0.0,0.0,0.0,0.00467289719626,0.0,0.0,0.0327102803738,0.0,0.018691588785,0.00467289719626,0.0,0.0140186915888,0.0,0.00467289719626,0.00467289719626,0.00467289719626,0.0,0.0,0.018691588785,0.00467289719626,0.0,0.00934579439252
eenie meenie,sean kingston and justin bieber,4.75,0.346774193548,0.0,0.0,0.00806451612903,0.00806451612903,0.0,0.0,0.0,0.0,0.0241935483871,0.00806451612903,0.00403225806452,0.00403225806452,0.0,0.0161290322581,0.00403225806452,0.0120967741935,0.0,0.0,0.0,0.00806451612903,0.0,0.00403225806452,0.00403225806452,0.00806451612903,0.0,0.0,0.0,0.0443548387097,0.0,0.0120967741935,0.0,0.0
right above it,lil wayne featuring drake,4.88095238095,0.62962962963,0.0,0.0,0.015873015873,0.0185185185185,0.00529100529101,0.0343915343915,0.0,0.0185185185185,0.015873015873,0.010582010582,0.010582010582,0.0,0.0026455026455,0.0026455026455,0.00529100529101,0.0026455026455,0.00529100529101,0.0026455026455,0.0,0.0,0.00529100529101,0.0026455026455,0.0,0.0026455026455,0.0,0.0026455026455,0.015873015873,0.0026455026455,0.010582010582,0.0185185185185,0.0,0.0
the house that built me,miranda lambert,5.07407407407,0.561728395062,0.0,0.0,0.0185185185185,0.0185185185185,0.0,0.00617283950617,0.0,0.0246913580247,0.00617283950617,0.0,0.0,0.00617283950617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00617283950617,0.00617283950617,0.0,0.00617283950617,0.0,0.00617283950617,0.0,0.0,0.0185185185185,0.0
if i die young,the band perry,4.51813471503,0.59067357513,0.0,0.0,0.0103626943005,0.0,0.00518134715026,0.0,0.0362694300518,0.00518134715026,0.0,0.0259067357513,0.0,0.00518134715026,0.0,0.0,0.0,0.00518134715026,0.0,0.0,0.0,0.0103626943005,0.0,0.0,0.0,0.0,0.00518134715026,0.00518134715026,0.0103626943005,0.0103626943005,0.0103626943005,0.0,0.0,0.0
the only exception,paramore,5.89795918367,0.785714285714,0.0,0.0,0.030612244898,0.0102040816327,0.0,0.0204081632653,0.0102040816327,0.0204081632653,0.0,0.0204081632653,0.0,0.0102040816327,0.0,0.0204081632653,0.0,0.0102040816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102040816327,0.0,0.0,0.0,0.0,0.030612244898,0.0,0.0,0.030612244898
american honey,lady antebellum,5.14285714286,0.547619047619,0.0,0.0,0.0,0.031746031746,0.00793650793651,0.00793650793651,0.047619047619,0.0,0.0,0.00793650793651,0.015873015873,0.031746031746,0.0,0.0,0.0,0.00793650793651,0.00793650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00793650793651,0.0,0.0,0.0,0.0
king of anything,sara bareilles,5.16541353383,0.714285714286,0.0,0.0,0.00751879699248,0.0,0.0,0.015037593985,0.0,0.00751879699248,0.0,0.0,0.00751879699248,0.0,0.0,0.00751879699248,0.0,0.00751879699248,0.0,0.0,0.0,0.00751879699248,0.0,0.00751879699248,0.015037593985,0.0,0.0,0.00751879699248,0.0,0.00751879699248,0.015037593985,0.0,0.0,0.0
life after you,daughtry,4.77181208054,0.530201342282,0.0,0.0,0.0604026845638,0.00671140939597,0.0,0.0,0.00671140939597,0.0402684563758,0.0,0.0201342281879,0.00671140939597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134228187919,0.00671140939597,0.00671140939597,0.0,0.0,0.00671140939597,0.0,0.0268456375839,0.0,0.00671140939597,0.0,0.0
smile,uncle kracker,4.64324324324,0.432432432432,0.0,0.0,0.00540540540541,0.12972972973,0.0,0.0,0.027027027027,0.0108108108108,0.0,0.0,0.00540540540541,0.0,0.0,0.00540540540541,0.0,0.0702702702703,0.0,0.00540540540541,0.0,0.0108108108108,0.00540540540541,0.00540540540541,0.0,0.0,0.0,0.0,0.0,0.0108108108108,0.0,0.00540540540541,0.0,0.0
teach me how to dougie,cali swag district,4.95770392749,0.486404833837,0.0,0.0,0.0181268882175,0.02416918429,0.00604229607251,0.00604229607251,0.0,0.012084592145,0.00906344410876,0.0634441087613,0.00906344410876,0.00302114803625,0.0,0.0,0.0,0.00604229607251,0.00302114803625,0.0,0.0,0.0,0.00906344410876,0.00302114803625,0.0,0.00302114803625,0.00604229607251,0.0,0.02416918429,0.0,0.0,0.00302114803625,0.00302114803625,0.0
try sleeping with a broken heart,alicia keys,4.35294117647,0.417112299465,0.0,0.0,0.0641711229947,0.00534759358289,0.0641711229947,0.0,0.0,0.00534759358289,0.0106951871658,0.0106951871658,0.0,0.0,0.0,0.0,0.0,0.0641711229947,0.0,0.0,0.0,0.0,0.0,0.00534759358289,0.0,0.0,0.0641711229947,0.0,0.0,0.0213903743316,0.00534759358289,0.0160427807487,0.00534759358289,0.0534759358289
lover lover,jerrod niemann,4.28571428571,0.347619047619,0.0,0.0,0.0619047619048,0.0,0.047619047619,0.0142857142857,0.0142857142857,0.0142857142857,0.052380952381,0.0190476190476,0.00952380952381,0.0190476190476,0.0047619047619,0.0,0.0,0.0,0.0,0.00952380952381,0.0,0.0047619047619,0.0047619047619,0.0,0.0,0.0142857142857,0.047619047619,0.0238095238095,0.0142857142857,0.0047619047619,0.00952380952381,0.0047619047619,0.0047619047619,0.0047619047619
rolling in the deep,adele,4.58,0.32,0.0,0.0,0.00333333333333,0.0,0.08,0.0,0.0,0.0,0.00333333333333,0.0133333333333,0.0,0.00666666666667,0.0,0.0,0.0,0.00666666666667,0.0,0.0,0.0,0.0366666666667,0.0,0.00666666666667,0.00333333333333,0.00666666666667,0.08,0.0,0.0,0.0,0.04,0.0,0.0,0.0
party rock anthem,lmfao featuring lauren bennett and goonrock,4.50833333333,0.408333333333,0.0,0.0,0.0208333333333,0.00833333333333,0.0375,0.00416666666667,0.0,0.00416666666667,0.00833333333333,0.0,0.0541666666667,0.0,0.0,0.00416666666667,0.00416666666667,0.025,0.0166666666667,0.00833333333333,0.0,0.00416666666667,0.00416666666667,0.0125,0.00416666666667,0.0,0.0208333333333,0.0,0.0,0.0208333333333,0.0,0.0,0.0,0.0
firework,katy perry,4.78536585366,0.434146341463,0.0,0.0,0.0,0.0243902439024,0.0146341463415,0.0,0.0878048780488,0.00975609756098,0.00487804878049,0.0,0.0,0.0292682926829,0.0146341463415,0.0292682926829,0.0,0.0292682926829,0.0,0.0,0.0,0.0634146341463,0.00487804878049,0.0,0.0146341463415,0.0,0.0146341463415,0.0,0.0,0.00975609756098,0.0,0.0,0.0,0.0
et,katy perry featuring kanye west,6.12056737589,0.517730496454,0.0,0.0,0.0212765957447,0.0141843971631,0.0354609929078,0.0,0.0,0.0,0.00709219858156,0.0212765957447,0.0,0.0141843971631,0.0,0.0,0.0,0.0,0.0354609929078,0.0,0.0,0.0496453900709,0.0,0.0,0.0,0.0,0.0,0.00709219858156,0.0,0.0,0.0,0.0,0.0212765957447,0.0
give me everything,pitbull featuring neyo afrojack and nayer,5.44099378882,0.366459627329,0.0,0.0,0.0155279503106,0.00621118012422,0.0,0.00310559006211,0.0,0.0124223602484,0.00621118012422,0.0124223602484,0.0217391304348,0.00310559006211,0.027950310559,0.0217391304348,0.00310559006211,0.0217391304348,0.0,0.00310559006211,0.0403726708075,0.0,0.0155279503106,0.0,0.0,0.00621118012422,0.00310559006211,0.00931677018634,0.00310559006211,0.00310559006211,0.0,0.00931677018634,0.0124223602484,0.00310559006211
grenade,bruno mars,4.40932642487,0.471502590674,0.0,0.0,0.00518134715026,0.0,0.0,0.0,0.0259067357513,0.0155440414508,0.0103626943005,0.0103626943005,0.00518134715026,0.020725388601,0.0155440414508,0.0,0.0,0.0,0.0,0.00518134715026,0.0,0.0103626943005,0.00518134715026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155440414508,0.0155440414508,0.0310880829016,0.0
fuck you,cee lo green,4.0830449827,0.335640138408,0.0,0.0,0.0346020761246,0.0276816608997,0.0138408304498,0.00692041522491,0.0311418685121,0.0103806228374,0.00346020761246,0.0311418685121,0.00346020761246,0.00346020761246,0.0103806228374,0.0,0.0138408304498,0.0,0.00692041522491,0.00346020761246,0.0,0.0,0.00346020761246,0.00692041522491,0.00346020761246,0.00692041522491,0.0,0.0,0.0346020761246,0.0,0.0,0.00346020761246,0.0,0.00346020761246
super bass,nicki minaj,4.83959899749,0.378446115288,0.0,0.0,0.00250626566416,0.0225563909774,0.0,0.0451127819549,0.00501253132832,0.00501253132832,0.00501253132832,0.0,0.00250626566416,0.00250626566416,0.0,0.0,0.0,0.00250626566416,0.0,0.00751879699248,0.0,0.0175438596491,0.0,0.00250626566416,0.00501253132832,0.0175438596491,0.0,0.0,0.00250626566416,0.0,0.00250626566416,0.00250626566416,0.0,0.0100250626566
moves like jagger,maroon 5 featuring christina aguilera,4.42735042735,0.367521367521,0.0,0.0,0.00854700854701,0.0982905982906,0.00854700854701,0.0555555555556,0.0042735042735,0.017094017094,0.017094017094,0.0,0.00854700854701,0.0128205128205,0.0042735042735,0.0,0.0,0.0128205128205,0.0,0.00854700854701,0.0128205128205,0.0299145299145,0.0,0.00854700854701,0.0,0.0,0.00854700854701,0.0042735042735,0.0,0.0,0.0,0.0128205128205,0.0128205128205,0.0
just cant get enough,the black eyed peas,4.625,0.496323529412,0.0,0.0,0.0404411764706,0.0110294117647,0.0257352941176,0.0330882352941,0.00367647058824,0.0110294117647,0.00367647058824,0.0404411764706,0.0551470588235,0.0,0.0110294117647,0.00367647058824,0.0,0.0,0.0257352941176,0.0,0.00735294117647,0.0,0.0,0.0,0.0,0.0808823529412,0.0,0.0,0.00367647058824,0.0110294117647,0.0,0.00735294117647,0.0,0.0110294117647
on the floor,jennifer lopez featuring pitbull,4.08241758242,0.403846153846,0.0,0.0,0.00274725274725,0.00824175824176,0.0,0.00549450549451,0.0,0.00824175824176,0.021978021978,0.0,0.0247252747253,0.00274725274725,0.00549450549451,0.00549450549451,0.0,0.0,0.0,0.00549450549451,0.0,0.010989010989,0.00274725274725,0.00274725274725,0.0,0.0,0.021978021978,0.00274725274725,0.00549450549451,0.0,0.00549450549451,0.0,0.0,0.00549450549451
sm,rihanna,4.19245283019,0.22641509434,0.0,0.0,0.022641509434,0.0981132075472,0.135849056604,0.0,0.00377358490566,0.0,0.0188679245283,0.0301886792453,0.0,0.0,0.0,0.0,0.0,0.00377358490566,0.0,0.0,0.0,0.0,0.00377358490566,0.0,0.0,0.0,0.0,0.00377358490566,0.0,0.0,0.0,0.0,0.0,0.00377358490566
pumped up kicks,foster the people,4.86440677966,0.296610169492,0.0,0.0,0.0,0.0,0.0,0.00847457627119,0.0,0.00423728813559,0.00423728813559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627119,0.0,0.0,0.00423728813559,0.0,0.0,0.0,0.0,0.00423728813559,0.0,0.00423728813559,0.0,0.0,0.0,0.0
last friday night tgif,katy perry,5.5,0.426724137931,0.0,0.0,0.0172413793103,0.00431034482759,0.0129310344828,0.0129310344828,0.00862068965517,0.00431034482759,0.00431034482759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0474137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0129310344828,0.0129310344828,0.0,0.0,0.0,0.0,0.0,0.0
tonight im lovin you,enrique iglesias featuring ludacris and dj frank e,4.63959390863,0.406091370558,0.0,0.0,0.0812182741117,0.00507614213198,0.0304568527919,0.00507614213198,0.0710659898477,0.0761421319797,0.0152284263959,0.00507614213198,0.010152284264,0.0,0.010152284264,0.0152284263959,0.0,0.010152284264,0.0203045685279,0.00507614213198,0.0203045685279,0.0,0.00507614213198,0.010152284264,0.0,0.0,0.010152284264,0.0,0.0,0.0,0.00507614213198,0.0,0.0,0.0203045685279
raise your glass,pink,5.07692307692,0.415384615385,0.0,0.0,0.0,0.0102564102564,0.00512820512821,0.0,0.00512820512821,0.0,0.0153846153846,0.00512820512821,0.0102564102564,0.00512820512821,0.0,0.00512820512821,0.0,0.0,0.0,0.0,0.0102564102564,0.0102564102564,0.0,0.0,0.0,0.00512820512821,0.00512820512821,0.0,0.0,0.0,0.0410256410256,0.0461538461538,0.0,0.0153846153846
born this way,lady gaga,4.66783216783,0.367132867133,0.0,0.0,0.0454545454545,0.0,0.0,0.0,0.0,0.0,0.0104895104895,0.027972027972,0.0,0.0034965034965,0.0804195804196,0.0,0.0034965034965,0.0104895104895,0.0,0.0,0.0,0.0244755244755,0.020979020979,0.0,0.0,0.0,0.0,0.0,0.020979020979,0.0,0.0,0.0454545454545,0.0,0.0979020979021
fuckin perfect,pink,5.19473684211,0.510526315789,0.0,0.0,0.00526315789474,0.0473684210526,0.0,0.0,0.0157894736842,0.0,0.0263157894737,0.0,0.00526315789474,0.0,0.0105263157895,0.0,0.0,0.0105263157895,0.0,0.0105263157895,0.0,0.0578947368421,0.00526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0105263157895,0.0,0.0,0.0,0.0105263157895
whats my name,rihanna featuring drake,3.97843665768,0.350404312668,0.0,0.0,0.0,0.0134770889488,0.169811320755,0.010781671159,0.0,0.010781671159,0.0,0.0,0.00269541778976,0.0188679245283,0.00269541778976,0.00808625336927,0.0188679245283,0.00269541778976,0.0296495956873,0.00539083557951,0.00269541778976,0.00269541778976,0.0161725067385,0.0134770889488,0.0,0.0,0.0,0.00808625336927,0.00269541778976,0.00539083557951,0.0,0.00539083557951,0.0161725067385,0.00269541778976
look at me now,chris brown featuring lil wayne and busta rhymes,4.53563714903,0.555075593952,0.0,0.0,0.0539956803456,0.0172786177106,0.0107991360691,0.0431965442765,0.0129589632829,0.0194384449244,0.0151187904968,0.00215982721382,0.0237580993521,0.0151187904968,0.0,0.00431965442765,0.0,0.00215982721382,0.00431965442765,0.0107991360691,0.00215982721382,0.0,0.0129589632829,0.00647948164147,0.0,0.00215982721382,0.00647948164147,0.00863930885529,0.0107991360691,0.00647948164147,0.00863930885529,0.00215982721382,0.00215982721382,0.00215982721382
down on me,jeremih featuring 50 cent,4.31861198738,0.460567823344,0.0,0.0,0.0283911671924,0.01261829653,0.018927444795,0.00630914826498,0.00630914826498,0.00946372239748,0.0157728706625,0.00946372239748,0.0283911671924,0.0283911671924,0.01261829653,0.00946372239748,0.018927444795,0.00630914826498,0.0157728706625,0.0,0.018927444795,0.0,0.00315457413249,0.01261829653,0.00315457413249,0.0,0.018927444795,0.00315457413249,0.00315457413249,0.00315457413249,0.0,0.0,0.00630914826498,0.01261829653
how to love,lil wayne,4.9815498155,0.372693726937,0.0,0.0,0.0,0.0147601476015,0.0,0.00369003690037,0.0,0.0110701107011,0.00369003690037,0.158671586716,0.0,0.0,0.00369003690037,0.0,0.0,0.0,0.0,0.00738007380074,0.00738007380074,0.0147601476015,0.0,0.0332103321033,0.00738007380074,0.00369003690037,0.0,0.0,0.0,0.00369003690037,0.0516605166052,0.0,0.0,0.00738007380074
someone like you,adele,5.52577319588,0.515463917526,0.0,0.0,0.0,0.0257731958763,0.0,0.0,0.0,0.00515463917526,0.020618556701,0.0309278350515,0.0,0.0,0.0,0.0,0.00515463917526,0.0,0.0,0.0,0.0,0.0103092783505,0.0,0.0154639175258,0.0,0.0,0.0,0.0,0.00515463917526,0.0103092783505,0.00515463917526,0.0,0.0,0.0
good life,onerepublic,4.56766917293,0.34962406015,0.0,0.0,0.00375939849624,0.0300751879699,0.0,0.0526315789474,0.135338345865,0.015037593985,0.0225563909774,0.0,0.0,0.0,0.0,0.00375939849624,0.0,0.0,0.0,0.00751879699248,0.00375939849624,0.00375939849624,0.00375939849624,0.0,0.0,0.0187969924812,0.0,0.00751879699248,0.0,0.0,0.0,0.0,0.00751879699248,0.0
the lazy song,bruno mars,4.61111111111,0.461538461538,0.0,0.0,0.025641025641,0.034188034188,0.0299145299145,0.0,0.0042735042735,0.0,0.034188034188,0.0,0.0042735042735,0.0,0.0,0.0042735042735,0.0042735042735,0.0,0.017094017094,0.0384615384615,0.0,0.0,0.034188034188,0.0042735042735,0.0,0.0042735042735,0.017094017094,0.0,0.00854700854701,0.0,0.0,0.0,0.0,0.0
till the world ends,britney spears,3.33641975309,0.206790123457,0.0,0.0,0.00617283950617,0.0123456790123,0.0,0.00617283950617,0.5,0.00617283950617,0.0,0.0,0.0154320987654,0.0,0.0123456790123,0.0123456790123,0.0,0.0,0.0,0.0,0.00617283950617,0.00308641975309,0.00308641975309,0.00308641975309,0.00308641975309,0.00617283950617,0.0,0.0,0.00617283950617,0.0,0.00617283950617,0.0,0.0246913580247,0.0
the show goes on,lupe fiasco,4.84438040346,0.472622478386,0.0,0.0,0.00576368876081,0.0028818443804,0.00576368876081,0.0,0.0,0.0028818443804,0.014409221902,0.0,0.0028818443804,0.0489913544669,0.0,0.00576368876081,0.0028818443804,0.0028818443804,0.0028818443804,0.00864553314121,0.0,0.0028818443804,0.0028818443804,0.028818443804,0.0,0.0,0.0028818443804,0.0028818443804,0.00576368876081,0.0028818443804,0.0115273775216,0.0,0.0,0.0
the edge of glory,lady gaga,4.43157894737,0.284210526316,0.0,0.0,0.152631578947,0.0,0.0105263157895,0.00526315789474,0.0,0.0105263157895,0.0,0.0105263157895,0.0,0.0,0.0421052631579,0.0,0.0,0.0,0.0,0.0421052631579,0.0,0.0,0.00526315789474,0.0,0.0,0.0,0.0105263157895,0.0,0.00526315789474,0.0,0.0,0.0210526315789,0.00526315789474,0.0
we r who we r,keha,5.85026737968,0.491978609626,0.0,0.0,0.0160427807487,0.0374331550802,0.00534759358289,0.0160427807487,0.0,0.0320855614973,0.00534759358289,0.00534759358289,0.0,0.0106951871658,0.0,0.0213903743316,0.0,0.00534759358289,0.00534759358289,0.0,0.0,0.00534759358289,0.00534759358289,0.0,0.00534759358289,0.0,0.0,0.0,0.0,0.00534759358289,0.0,0.0,0.0,0.0
black and yellow,wiz khalifa,5.00277777778,0.377777777778,0.0,0.0,0.0305555555556,0.00277777777778,0.00277777777778,0.0111111111111,0.0,0.0388888888889,0.0,0.00555555555556,0.00833333333333,0.0,0.0,0.00277777777778,0.0,0.00277777777778,0.00277777777778,0.0166666666667,0.0,0.0,0.00555555555556,0.0138888888889,0.00277777777778,0.00555555555556,0.0,0.0,0.00555555555556,0.00277777777778,0.0,0.0,0.00277777777778,0.0
tonight tonight,hot chelle rae,4.80566801619,0.396761133603,0.0,0.0,0.0,0.0121457489879,0.00404858299595,0.0080971659919,0.0242914979757,0.0121457489879,0.0242914979757,0.0,0.0121457489879,0.00404858299595,0.0,0.0404858299595,0.0,0.0121457489879,0.0,0.00404858299595,0.0121457489879,0.0,0.00404858299595,0.0,0.0,0.0,0.00404858299595,0.0,0.00404858299595,0.00404858299595,0.0,0.0404858299595,0.0,0.0
blow,keha,5.31914893617,0.45390070922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212765957447,0.0,0.0212765957447,0.0425531914894,0.0,0.0496453900709,0.0,0.0141843971631,0.0,0.0,0.00709219858156,0.0141843971631,0.00709219858156,0.0354609929078,0.0141843971631,0.0,0.0,0.0,0.0,0.0141843971631,0.0,0.0,0.0,0.0
lighters,bad meets evil featuring bruno mars,4.80660377358,0.672169811321,0.0,0.0,0.0188679245283,0.0235849056604,0.0141509433962,0.00471698113208,0.0,0.00471698113208,0.00471698113208,0.00471698113208,0.00943396226415,0.00235849056604,0.0,0.0117924528302,0.0,0.00235849056604,0.0141509433962,0.0,0.0,0.0,0.0235849056604,0.0117924528302,0.00707547169811,0.0,0.0,0.00235849056604,0.00707547169811,0.00471698113208,0.00235849056604,0.0141509433962,0.00235849056604,0.00707547169811
stereo hearts,gym class heroes featuring adam levine,4.78966789668,0.472324723247,0.0,0.0,0.00369003690037,0.0184501845018,0.0,0.0,0.121771217712,0.0110701107011,0.00369003690037,0.00738007380074,0.00369003690037,0.00369003690037,0.0,0.00738007380074,0.00369003690037,0.0110701107011,0.0,0.0,0.0,0.00369003690037,0.00369003690037,0.0,0.0,0.0,0.0,0.0,0.0,0.00369003690037,0.0110701107011,0.0,0.00738007380074,0.0
the time dirty bit,the black eyed peas,5.05138339921,0.482213438735,0.0,0.0,0.0237154150198,0.0118577075099,0.00790513833992,0.0118577075099,0.00790513833992,0.00790513833992,0.00790513833992,0.0,0.0118577075099,0.00395256916996,0.00790513833992,0.0118577075099,0.00395256916996,0.00395256916996,0.00790513833992,0.00790513833992,0.0,0.0,0.00790513833992,0.0,0.0,0.00395256916996,0.00395256916996,0.0,0.00395256916996,0.0395256916996,0.0316205533597,0.0,0.00790513833992,0.0316205533597
coming home,diddy  dirty money featuring skylar grey,4.67226890756,0.464985994398,0.0,0.0,0.078431372549,0.0112044817927,0.0,0.00280112044818,0.0,0.0140056022409,0.0,0.00560224089636,0.00560224089636,0.0,0.00560224089636,0.0112044817927,0.0,0.00840336134454,0.0,0.00560224089636,0.00280112044818,0.00280112044818,0.00280112044818,0.0,0.00560224089636,0.00560224089636,0.0,0.00280112044818,0.00840336134454,0.00560224089636,0.00280112044818,0.0,0.0,0.0
hey baby drop it to the floor,pitbull featuring tpain,4.38283062645,0.238979118329,0.0,0.0,0.00696055684455,0.00696055684455,0.0487238979118,0.0162412993039,0.0,0.0,0.0139211136891,0.0,0.0162412993039,0.0208816705336,0.127610208817,0.0185614849188,0.0232018561485,0.0417633410673,0.0487238979118,0.0185614849188,0.0324825986079,0.0162412993039,0.0208816705336,0.0116009280742,0.00696055684455,0.0,0.0,0.0324825986079,0.0,0.0,0.0,0.00232018561485,0.00232018561485,0.0
6 foot 7 foot,lil wayne featuring cory gunz,5.246875,0.7,0.0,0.0,0.009375,0.021875,0.0,0.009375,0.0,0.0125,0.01875,0.0,0.003125,0.0,0.0,0.003125,0.003125,0.0,0.0,0.003125,0.003125,0.0,0.00625,0.003125,0.0,0.003125,0.003125,0.00625,0.0,0.00625,0.003125,0.003125,0.0,0.0
just a kiss,lady antebellum,4.9387755102,0.489795918367,0.0,0.0,0.0272108843537,0.0,0.00680272108844,0.0,0.00680272108844,0.0136054421769,0.0544217687075,0.00680272108844,0.0,0.0,0.0204081632653,0.0136054421769,0.0,0.0,0.00680272108844,0.0,0.047619047619,0.0,0.0,0.0,0.0204081632653,0.0,0.0,0.00680272108844,0.0,0.0136054421769,0.0204081632653,0.0,0.00680272108844,0.0
dirt road anthem,jason aldean,4.85765124555,0.462633451957,0.0,0.0,0.0569395017794,0.0213523131673,0.00355871886121,0.0142348754448,0.0,0.0106761565836,0.00355871886121,0.0,0.00355871886121,0.00711743772242,0.0,0.0,0.00355871886121,0.0,0.00355871886121,0.00355871886121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00711743772242,0.0142348754448,0.0,0.0213523131673,0.00355871886121,0.00711743772242
no hands,waka flocka flame featuring wale and roscoe dash,4.45739910314,0.497757847534,0.0,0.0,0.0224215246637,0.0067264573991,0.0,0.0224215246637,0.0,0.0,0.00896860986547,0.00896860986547,0.00896860986547,0.0224215246637,0.0,0.0112107623318,0.0134529147982,0.00448430493274,0.0,0.0,0.0134529147982,0.00896860986547,0.0067264573991,0.0,0.0,0.00224215246637,0.0112107623318,0.00224215246637,0.00224215246637,0.00224215246637,0.00224215246637,0.0,0.00896860986547,0.0179372197309
i wanna go,britney spears,4.82089552239,0.350746268657,0.0,0.0,0.0,0.0,0.0970149253731,0.0522388059701,0.0,0.00746268656716,0.0,0.0,0.0,0.044776119403,0.0,0.0,0.0,0.0,0.0970149253731,0.0,0.0,0.0,0.00746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0149253731343,0.0,0.0,0.0,0.044776119403
im on one,dj khaled featuring drake rick ross and lil wayne,4.45353982301,0.493362831858,0.0,0.0,0.0818584070796,0.0154867256637,0.0,0.0154867256637,0.00221238938053,0.00221238938053,0.0132743362832,0.00221238938053,0.0221238938053,0.00221238938053,0.00221238938053,0.0,0.0,0.00221238938053,0.0,0.0199115044248,0.0,0.0,0.0110619469027,0.0,0.0442477876106,0.0,0.0,0.00442477876106,0.0110619469027,0.0,0.0,0.00221238938053,0.00442477876106,0.0
